device,model,workload,batch_size,tp,dtype,M,N,K,median_time_ms,std_time_ms,tflops,theory_tflops,mfu_pct,bandwidth_gbps,mbu_pct
NVIDIA L20,HY-image-3.0,Moe_gate_up,4099,1,bfloat16,512,6144,4096,0.2545,0.0028,101.2709,119.5000,84.75,239.0020,27.66
NVIDIA L20,HY-image-3.0,Moe_down,4099,1,bfloat16,512,4096,3072,0.1445,0.0026,89.1911,119.5000,74.64,225.0101,26.04
NVIDIA L20,HY-image-3.0,QKV,5000,1,bfloat16,5000,6144,4096,2.2447,0.1059,112.1128,119.5000,93.82,68.0414,7.88
NVIDIA L20,HY-image-3.0,Proj,5000,1,bfloat16,5000,4096,4096,1.5002,0.0026,111.8362,119.5000,93.59,76.9747,8.91
NVIDIA L20,HY-image-3.0,Moe_gate_up,5000,1,bfloat16,625,6144,4096,0.3123,0.0103,100.7213,119.5000,84.29,202.1377,23.40
NVIDIA L20,HY-image-3.0,Moe_down,5000,1,bfloat16,625,4096,3072,0.1607,0.0076,97.8929,119.5000,81.92,212.3944,24.58
NVIDIA L20,HY-image-3.0,QKV,8192,1,bfloat16,8192,6144,4096,3.6219,0.0866,113.8403,119.5000,95.26,60.2183,6.97
NVIDIA L20,HY-image-3.0,Proj,8192,1,bfloat16,8192,4096,4096,2.4299,0.0082,113.1230,119.5000,94.66,69.0448,7.99
NVIDIA L20,HY-image-3.0,Moe_gate_up,8192,1,bfloat16,1024,6144,4096,0.4987,0.0030,103.3504,119.5000,86.49,142.9815,16.55
NVIDIA L20,HY-image-3.0,Moe_down,8192,1,bfloat16,1024,4096,3072,0.2693,0.0039,95.6875,119.5000,80.07,147.9544,17.12
