device,model,workload,batch_size,tp,dtype,M,N,K,median_time_ms,std_time_ms,tflops,theory_tflops,mfu_pct,bandwidth_gbps,mbu_pct
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,3,1,fp8_tensorwise,3,4096,4096,0.0353,0.0009,2.8546,8.0463,35.48,476.8058,35.48
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,4,1,fp8_tensorwise,4,4096,4096,0.0364,0.0012,3.6841,10.7206,34.36,461.8568,34.36
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,8,1,fp8_tensorwise,8,4096,4096,0.0364,0.0017,7.3746,21.3787,34.50,463.6132,34.50
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,16,1,fp8_tensorwise,16,4096,4096,0.0404,0.0024,13.2836,42.5098,31.25,419.9778,31.25
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,32,1,fp8_tensorwise,32,4096,4096,0.0356,0.0016,30.1748,84.0462,35.90,482.5324,35.90
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,64,1,fp8_tensorwise,64,4096,4096,0.0368,0.0013,58.3555,164.3291,35.51,477.2730,35.51
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,128,1,fp8_tensorwise,128,4096,4096,0.0440,0.0012,97.5420,314.5728,31.01,416.7442,31.01
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,256,1,fp8_tensorwise,256,4096,4096,0.0612,0.0006,140.3584,500.0000,28.07,325.5383,24.22
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,1024,1,fp8_tensorwise,1024,4096,4096,0.1182,0.0011,290.7899,500.0000,58.16,248.4777,18.49
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,4096,1,fp8_tensorwise,4096,4096,4096,0.3370,0.0013,407.8210,500.0000,81.56,199.1314,14.82
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,4099,1,fp8_tensorwise,4099,4096,4096,0.3392,0.0011,405.5398,500.0000,81.11,197.9812,14.73
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,5000,1,fp8_tensorwise,5000,4096,4096,0.3738,0.0016,448.8767,500.0000,89.78,209.2712,15.57
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,8192,1,fp8_tensorwise,8192,4096,4096,0.5846,0.0013,470.1790,500.0000,94.04,200.8821,14.95
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,1,1,fp8_rowwise,1,4096,4096,0.0392,0.0015,0.8570,2.6860,31.91,428.8288,31.91
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,2,1,fp8_rowwise,2,4096,4096,0.0394,0.0009,1.7050,5.3681,31.76,426.8748,31.76
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,3,1,fp8_rowwise,3,4096,4096,0.0383,0.0010,2.6280,8.0463,32.66,438.9641,32.66
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,4,1,fp8_rowwise,4,4096,4096,0.0394,0.0005,3.4045,10.7206,31.76,426.8052,31.76
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,8,1,fp8_rowwise,8,4096,4096,0.0392,0.0007,6.8423,21.3787,32.00,430.1468,32.00
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,16,1,fp8_rowwise,16,4096,4096,0.0393,0.0007,13.6456,42.5098,32.10,431.4209,32.10
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,32,1,fp8_rowwise,32,4096,4096,0.0378,0.0006,28.3758,84.0462,33.76,453.7640,33.76
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,64,1,fp8_rowwise,64,4096,4096,0.0383,0.0007,56.0642,164.3291,34.12,458.5330,34.12
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,128,1,fp8_rowwise,128,4096,4096,0.0377,0.0007,113.8886,314.5728,36.20,486.5846,36.20
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,256,1,fp8_rowwise,256,4096,4096,0.0537,0.0008,159.8782,500.0000,31.98,370.8112,27.59
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,1024,1,fp8_rowwise,1024,4096,4096,0.1065,0.0011,322.5419,500.0000,64.51,275.6095,20.51
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,4096,1,fp8_rowwise,4096,4096,4096,0.3183,0.0009,431.8286,500.0000,86.37,210.8538,15.69
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,4099,1,fp8_rowwise,4099,4096,4096,0.3237,0.0008,424.9037,500.0000,84.98,207.4345,15.43
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,5000,1,fp8_rowwise,5000,4096,4096,0.3860,0.0021,434.5889,500.0000,86.92,202.6101,15.08
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,8192,1,fp8_rowwise,8192,4096,4096,0.5924,0.0011,464.0323,500.0000,92.81,198.2560,14.75
NVIDIA RTX PRO 5000 72GB Blackwell,Basic,Mx4096x4096,1,1,mxfp8,1,4096,4096,0.0528,0.0019,0.6351,2.6860,23.65,317.7904,23.65
